f_account.nm_name;f_stagehistory.f_duration;f_stagehistory.f_velocity;f_stagehistory.nm_id;f_opportunity.nm_name;f_product.nm_name;f_stage.nm_stagename
Namtra Business Solutions;\N;AMC Entertainment;2677;Namtra Business Solutions > Explorer;Explorer;Closed Lost
National Bankers Trust;\N;102;5009;National Bankers Trust > Explorer;Explorer;Closed Won
National Collegiate Scouting Association;\N;88;2680;National Collegiate Scouting Association > Explorer;Explorer;Closed Lost
National MedTrans Network;\N;48;5014;National MedTrans Network > PhoenixSoft;PhoenixSoft;Closed Won
National MedTrans Network;\N;49;5013;National MedTrans Network > Explorer;Explorer;Closed Won
National Ultrasound;\N;96;5017;National Ultrasound > Explorer;Explorer;Closed Won
NationLink Wireless;\N;86;5018;NationLink Wireless > Explorer;Explorer;Closed Won
Native Land Design;\N;69;5019;Native Land Design > Explorer;Explorer;Closed Won
NaturaLawn of America;\N;84;5021;NaturaLawn of America > Explorer;Explorer;Closed Won
Nautilus Environmental;\N;69;5022;Nautilus Environmental > Explorer;Explorer;Closed Won
Neace Lukens;15;31;555;Neace Lukens > Explorer;Explorer;Short List
Neace Lukens;15;86;554;Neace Lukens > Explorer;Explorer;Risk Assessment
Nelson Gamble & Associates;\N;97;5031;Nelson Gamble & Associates > Explorer;Explorer;Closed Won
NeoPhotonics;\N;66;5034;NeoPhotonics > Explorer;Explorer;Closed Won
Netchex;10;14;558;Netchex > Explorer;Explorer;Discovery
NetConn Solutions;\N;86;2697;NetConn Solutions > Explorer;Explorer;Closed Lost
NETexponent;10;25;559;NETexponent > PhoenixSoft;PhoenixSoft;Discovery
NETexponent;\N;124;2701;NETexponent > Explorer;Explorer;Closed Lost
Network Hardware Resale;\N;67;2709;Network Hardware Resale > Explorer;Explorer;Closed Lost
Network Outsource;22;50;562;Network Outsource > Explorer;Explorer;Conviction
Network Outsource;2;55;563;Network Outsource > Explorer;Explorer;Short List
NetworkIP;\N;98;2711;NetworkIP > Explorer;Explorer;Closed Lost
New Breed Logistics;29;22;570;New Breed Logistics > Explorer;Explorer;Discovery
New Breed Logistics;\N;100;5050;New Breed Logistics > PhoenixSoft;PhoenixSoft;Closed Won
New Creature;19;\N;571;New Creature > Explorer;Explorer;Interest
New Editions Consulting;\N;33;5053;New Editions Consulting > Explorer;Explorer;Closed Won
New Glarus Brewing;\N;72;5057;New Glarus Brewing > Explorer;Explorer;Closed Won
NewBath;\N;63;2715;NewBath > Explorer;Explorer;Closed Lost
Newmans Valves;\N;109;2716;Newmans Valves > Explorer;Explorer;Closed Lost
Nex Solutions;\N;107;2719;Nex Solutions > Grammar Plus;Grammar Plus;Closed Lost
Nex Solutions;\N;85;2718;Nex Solutions > Explorer;Explorer;Closed Lost
NexLevel Information Technology;11;41;6762;NexLevel Information Technology > Explorer;Explorer;Risk Assessment
NexLevel Information Technology;12;39;6836;NexLevel Information Technology > Explorer;Explorer;Short List
NexLevel Information Technology;9;\N;6549;NexLevel Information Technology > Explorer;Explorer;Interest
NexLevel Information Technology;\N;83;5067;NexLevel Information Technology > Explorer;Explorer;Closed Won
Next Generation Wireless;10;69;6406;Next Generation Wireless > Explorer;Explorer;Conviction
Next Generation Wireless;2;\N;6550;Next Generation Wireless > Explorer;Explorer;Interest
Next Generation Wireless;\N;51;5069;Next Generation Wireless > Explorer;Explorer;Closed Won
Next Marketing;17;23;574;Next Marketing > Explorer;Explorer;Discovery
Next Marketing;28;54;575;Next Marketing > Explorer;Explorer;Negotiation
Next Marketing;28;76;576;Next Marketing > Explorer;Explorer;Risk Assessment
Next Marketing;35;85;573;Next Marketing > Explorer;Explorer;Conviction
Next Step Learning;\N;94;5070;Next Step Learning > Explorer;Explorer;Closed Won
Nexum;\N;46;5073;Nexum > Explorer;Explorer;Closed Won
Nexus IS;\N;86;5074;Nexus IS > Explorer;Explorer;Closed Won
NGP Software;\N;96;2720;NGP Software > Explorer;Explorer;Closed Lost
Nielsen-Kellerman;17;52;577;Nielsen-Kellerman > Explorer;Explorer;Conviction
Nielsen-Kellerman;26;22;578;Nielsen-Kellerman > Explorer;Explorer;Discovery
Nielsen-Kellerman;6;52;579;Nielsen-Kellerman > Explorer;Explorer;Short List
NitroSecurity;\N;37;5081;NitroSecurity > Explorer;Explorer;Closed Won
NitroSecurity;\N;67;2724;NitroSecurity > PhoenixSoft;PhoenixSoft;Closed Lost
Nityo Infotech;28;30;585;Nityo Infotech > PhoenixSoft;PhoenixSoft;Short List
Nityo Infotech;28;32;584;Nityo Infotech > PhoenixSoft;PhoenixSoft;Conviction
Nixon Peabody;\N;73;5082;Nixon Peabody > Explorer;Explorer;Closed Won
n-Link;\N;103;5084;n-Link > Explorer;Explorer;Closed Won
NogginLabs;\N;125;2725;NogginLabs > Explorer;Explorer;Closed Lost
Noodles & Company;\N;33;5089;Noodles & Company > Explorer;Explorer;Closed Won
North Shore Pediatric Therapy;\N;85;2728;North Shore Pediatric Therapy > Explorer;Explorer;Closed Lost
Northridge Systems;\N;86;5092;Northridge Systems > Explorer;Explorer;Closed Won
Northwest Crane Service;\N;40;5094;Northwest Crane Service > Explorer;Explorer;Closed Won
Nova Datacom;\N;88;5097;Nova Datacom > Explorer;Explorer;Closed Won
Novae;\N;59;5100;Novae > Explorer;Explorer;Closed Won
NovaVision;\N;111;2731;NovaVision > Explorer;Explorer;Closed Lost
Novus Biologicals;\N;123;2732;Novus Biologicals > Explorer;Explorer;Closed Lost
NRS;\N;63;5103;NRS > Explorer;Explorer;Closed Won
NT Concepts;\N;60;5106;NT Concepts > Explorer;Explorer;Closed Won
Nukk-Freeman & Cerra;13;\N;589;Nukk-Freeman & Cerra > Explorer;Explorer;Interest
Nukk-Freeman & Cerra;\N;89;5114;Nukk-Freeman & Cerra > Grammar Plus;Grammar Plus;Closed Won
Nutrition S'Mart;\N;51;5118;Nutrition S'Mart > Explorer;Explorer;Closed Won
NVIS;\N;47;5121;NVIS > PhoenixSoft;PhoenixSoft;Closed Won
NVIS;\N;58;5120;NVIS > Explorer;Explorer;Closed Won
Nyhus Communications;\N;109;5122;Nyhus Communications > Explorer;Explorer;Closed Won
OakTree Solutions;\N;98;5126;OakTree Solutions > Explorer;Explorer;Closed Won
Object CTalk;\N;37;5129;Object CTalk > Explorer;Explorer;Closed Won
Observant;\N;67;5132;Observant > Explorer;Explorer;Closed Won
Obvius Holdings;\N;36;5133;Obvius Holdings > Explorer;Explorer;Closed Won
Obvius Holdings;\N;62;2737;Obvius Holdings > WonderKid;WonderKid;Closed Lost
Oddcast;\N;AC Lens;5135;Oddcast > Explorer;Explorer;Closed Won
OfficePro;\N;76;2740;OfficePro > Explorer;Explorer;Closed Lost
OfficeSource;\N;80;5143;OfficeSource > Explorer;Explorer;Closed Won
Ogletree, Deakins, Nash, Smoak & Stewart;\N;83;5145;Ogletree, Deakins, Nash, Smoak & Stewart > Explorer;Explorer;Closed Won
OHI;\N;121;2742;OHI > WonderKid;WonderKid;Closed Lost
OHI;\N;84;2741;OHI > Explorer;Explorer;Closed Lost
Ohio Power Tool;\N;90;2743;Ohio Power Tool > Explorer;Explorer;Closed Lost
OmegaBlue;\N;105;2744;OmegaBlue > Explorer;Explorer;Closed Lost
Omni Systems;\N;104;5147;Omni Systems > Explorer;Explorer;Closed Won
OncoMed;\N;103;5148;OncoMed > Explorer;Explorer;Closed Won
OncoMed;\N;85;2746;OncoMed > Grammar Plus;Grammar Plus;Closed Lost
One on One Marketing;\N;54;5150;One on One Marketing > Grammar Plus;Grammar Plus;Closed Won
One on One Marketing;\N;83;2748;One on One Marketing > Explorer;Explorer;Closed Lost
One Stop Systems;\N;61;5154;One Stop Systems > Explorer;Explorer;Closed Won
One to One Interactive;\N;100;5157;One to One Interactive > Explorer;Explorer;Closed Won
OneCommand;\N;44;5158;OneCommand > Explorer;Explorer;Closed Won
OneNeck IT Services;\N;61;5161;OneNeck IT Services > Explorer;Explorer;Closed Won
OnForce Solar;\N;36;5163;OnForce Solar > Explorer;Explorer;Closed Won
OnForce Solar;\N;87;2750;OnForce Solar > Grammar Plus;Grammar Plus;Closed Lost
Online Stores;\N;66;5166;Online Stores > Explorer;Explorer;Closed Won
Open Systems International;\N;96;5168;Open Systems International > Explorer;Explorer;Closed Won
OpticsPlanet;\N;91;2754;OpticsPlanet > PhoenixSoft;PhoenixSoft;Closed Lost
OpticsPlanet;\N;92;5174;OpticsPlanet > Explorer;Explorer;Closed Won
Options University;22;21;595;Options University > Explorer;Explorer;Short List
Options University;\N;81;5179;Options University > PhoenixSoft;PhoenixSoft;Closed Won
Orbit Systems;\N;50;5183;Orbit Systems > Explorer;Explorer;Closed Won
Organic Laboratories;\N;43;5184;Organic Laboratories > Explorer;Explorer;Closed Won
OrthoBanc;20;\N;597;OrthoBanc > Explorer;Explorer;Interest
Oscor;\N;74;2757;Oscor > Explorer;Explorer;Closed Lost
OSi;20;18;598;OSi > Explorer;Explorer;Discovery
OstermanCron;\N;102;5190;OstermanCron > Explorer;Explorer;Closed Won
Other World Computing;\N;109;2758;Other World Computing > Explorer;Explorer;Closed Lost
Outline Systems;\N;50;5192;Outline Systems > Explorer;Explorer;Closed Won
Outline Systems;\N;61;5193;Outline Systems > PhoenixSoft;PhoenixSoft;Closed Won
Ovation Travel Group;14;34;6407;Ovation Travel Group > Explorer;Explorer;Conviction
Ovation Travel Group;4;36;6839;Ovation Travel Group > Explorer;Explorer;Short List
Ovation Travel Group;\N;82;2760;Ovation Travel Group > Explorer;Explorer;Closed Lost
P3I;\N;59;5202;P3I > Explorer;Explorer;Closed Won
P3I;\N;72;5203;P3I > PhoenixSoft;PhoenixSoft;Closed Won
Pacific Dental Services;\N;AMC Entertainment;5205;Pacific Dental Services > Explorer;Explorer;Closed Won
Page Southerland Page;\N;37;5208;Page Southerland Page > Explorer;Explorer;Closed Won
PainReliever.com;\N;55;5209;PainReliever.com > Explorer;Explorer;Closed Won
Panthera Interactive;\N;58;5216;Panthera Interactive > PhoenixSoft;PhoenixSoft;Closed Won
Panthera Interactive;\N;97;5215;Panthera Interactive > Explorer;Explorer;Closed Won
Papa Murphy's International;\N;70;5217;Papa Murphy's International > Explorer;Explorer;Closed Won
Paragon Technology Group;\N;56;2770;Paragon Technology Group > Explorer;Explorer;Closed Lost
Paragon Technology Group;\N;86;2771;Paragon Technology Group > PhoenixSoft;PhoenixSoft;Closed Lost
Paramore-Redd Online Marketing;32;\N;613;Paramore-Redd Online Marketing > Explorer;Explorer;Interest
Parature;\N;90;5220;Parature > Explorer;Explorer;Closed Won
Parrish Services;\N;61;2775;Parrish Services > Explorer;Explorer;Closed Lost
PARS Environmental;\N;61;5225;PARS Environmental > Explorer;Explorer;Closed Won
PARS Environmental;\N;90;5226;PARS Environmental > WonderKid;WonderKid;Closed Won
Partners Consulting Services;\N;101;2776;Partners Consulting Services > Explorer;Explorer;Closed Lost
Patton Boggs;\N;84;5240;Patton Boggs > Explorer;Explorer;Closed Won
PayChoice;\N;90;2779;PayChoice > Explorer;Explorer;Closed Lost
Paycom;\N;58;5243;Paycom > Explorer;Explorer;Closed Won
Paycom;\N;95;2780;Paycom > PhoenixSoft;PhoenixSoft;Closed Lost
Payment Alliance International;11;\N;620;Payment Alliance International > Explorer;Explorer;Interest
PayReel;\N;43;5247;PayReel > Explorer;Explorer;Closed Won
Peaksware;\N;72;5255;Peaksware > Explorer;Explorer;Closed Won
Peek Packaging;\N;AMC Entertainment;2782;Peek Packaging > Explorer;Explorer;Closed Lost
Pegasus Alliance;\N;111;2783;Pegasus Alliance > Explorer;Explorer;Closed Lost
Pentadyne Power;\N;56;2787;Pentadyne Power > Explorer;Explorer;Closed Lost
Perceptis;14;27;6409;Perceptis > Explorer;Explorer;Conviction
Perceptis;7;44;6664;Perceptis > Explorer;Explorer;Negotiation
Perceptis;\N;73;5269;Perceptis > Explorer;Explorer;Closed Won
PercipEnz Technologies;17;\N;628;PercipEnz Technologies > Explorer;Explorer;Interest
PercipEnz Technologies;20;79;627;PercipEnz Technologies > Explorer;Explorer;Conviction
Performance Media Group;\N;49;2788;Performance Media Group > Explorer;Explorer;Closed Lost
Perkins Coie;20;42;630;Perkins Coie > Explorer;Explorer;Short List
Perkins Coie;25;108;629;Perkins Coie > Explorer;Explorer;Conviction
Personal Computer Systems;\N;113;2790;Personal Computer Systems > Explorer;Explorer;Closed Lost
Pet Butler;\N;116;2792;Pet Butler > Explorer;Explorer;Closed Lost
Pet Butler;\N;42;5278;Pet Butler > Grammar Plus;Grammar Plus;Closed Won
Phacil;\N;102;5287;Phacil > WonderKid;WonderKid;Closed Won
Phacil;\N;51;5286;Phacil > Explorer;Explorer;Closed Won
Pharmacy OneSource;\N;76;5290;Pharmacy OneSource > PhoenixSoft;PhoenixSoft;Closed Won
Pharmacy OneSource;\N;80;5289;Pharmacy OneSource > Explorer;Explorer;Closed Won
PharMethod;24;\N;631;PharMethod > Explorer;Explorer;Interest
PharMethod;\N;57;5293;PharMethod > PhoenixSoft;PhoenixSoft;Closed Won
Phoenix Law;6;22;6507;Phoenix Law > Explorer;Explorer;Discovery
Phoenix Law;6;35;6840;Phoenix Law > Explorer;Explorer;Short List
Phoenix Law;\N;96;2795;Phoenix Law > Explorer;Explorer;Closed Lost
Phoenix Manufacturing;\N;89;5297;Phoenix Manufacturing > Explorer;Explorer;Closed Won
Phoenix Marketing International;\N;55;5298;Phoenix Marketing International > Explorer;Explorer;Closed Won
Phylogy;15;33;6841;Phylogy > Explorer;Explorer;Short List
Phylogy;\N;57;2796;Phylogy > Explorer;Explorer;Closed Lost
Phylogy;\N;AMC Entertainment;2797;Phylogy > WonderKid;WonderKid;Closed Lost
Pilgrim Software;30;\N;632;Pilgrim Software > Explorer;Explorer;Interest
Pinckney Hugo Group;\N;103;5307;Pinckney Hugo Group > Explorer;Explorer;Closed Won
Pinnacle Services;\N;91;5310;Pinnacle Services > Explorer;Explorer;Closed Won
Pipal Research;20;41;636;Pipal Research > Grammar Plus;Grammar Plus;Conviction
Pipal Research;22;19;637;Pipal Research > Grammar Plus;Grammar Plus;Discovery
Pipal Research;\N;48;5311;Pipal Research > Explorer;Explorer;Closed Won
Planet Shoes;\N;53;5319;Planet Shoes > Explorer;Explorer;Closed Won
Planet Shoes;\N;95;2802;Planet Shoes > Grammar Plus;Grammar Plus;Closed Lost
Platinum Solutions;12;14;638;Platinum Solutions > Explorer;Explorer;Discovery
Platinum Solutions;33;\N;639;Platinum Solutions > WonderKid;WonderKid;Interest
Pleasant Hill Grain;34;51;642;Pleasant Hill Grain > Explorer;Explorer;Short List
PNT Marketing Services;\N;75;5327;PNT Marketing Services > Explorer;Explorer;Closed Won
Point Lighting;\N;40;5328;Point Lighting > Explorer;Explorer;Closed Won
Polaris Laboratories;\N;74;5330;Polaris Laboratories > Explorer;Explorer;Closed Won
Pop Labs;\N;100;5335;Pop Labs > PhoenixSoft;PhoenixSoft;Closed Won
Pop Labs;\N;66;5334;Pop Labs > Explorer;Explorer;Closed Won
Popcorn Palace;27;72;648;Popcorn Palace > Explorer;Explorer;Conviction
Portfolio Creative Staffing;\N;AMC Entertainment;2807;Portfolio Creative Staffing > Explorer;Explorer;Closed Lost
Portrait Innovations;\N;109;2809;Portrait Innovations > PhoenixSoft;PhoenixSoft;Closed Lost
Portrait Innovations;\N;118;2808;Portrait Innovations > Explorer;Explorer;Closed Lost
Posh Boutique;\N;66;2810;Posh Boutique > Explorer;Explorer;Closed Lost
Post-Up Stand;\N;103;2812;Post-Up Stand > Explorer;Explorer;Closed Lost
Post-Up Stand;\N;116;2813;Post-Up Stand > WonderKid;WonderKid;Closed Lost
Power Distribution;24;\N;653;Power Distribution > Explorer;Explorer;Interest
Power Distribution;33;136;654;Power Distribution > Explorer;Explorer;Negotiation
Power Distribution;9;48;655;Power Distribution > Explorer;Explorer;Risk Assessment
Power Group;\N;50;2815;Power Group > Explorer;Explorer;Closed Lost
Power Windows & Siding;19;\N;657;Power Windows & Siding > WonderKid;WonderKid;Interest
Power Windows & Siding;21;47;658;Power Windows & Siding > WonderKid;WonderKid;Short List
Power Windows & Siding;25;104;656;Power Windows & Siding > WonderKid;WonderKid;Conviction
Power Windows & Siding;\N;90;5341;Power Windows & Siding > Explorer;Explorer;Closed Won
Powertek;\N;57;5342;Powertek > Explorer;Explorer;Closed Won
Praetorian Group;\N;44;5343;Praetorian Group > Explorer;Explorer;Closed Won
Prairie Quest Consulting;\N;115;2818;Prairie Quest Consulting > Explorer;Explorer;Closed Lost
Precision Development Services;22;\N;663;Precision Development Services > Explorer;Explorer;Interest
Precision Development Services;25;105;662;Precision Development Services > Explorer;Explorer;Conviction
Precision IT Group;\N;68;5347;Precision IT Group > Explorer;Explorer;Closed Won
Precision IT Group;\N;98;5348;Precision IT Group > Grammar Plus;Grammar Plus;Closed Won
Precision Pipeline Solutions;\N;53;5349;Precision Pipeline Solutions > Explorer;Explorer;Closed Won
Preferred Care Partners;\N;45;5351;Preferred Care Partners > Explorer;Explorer;Closed Won
Preferred Freezer Services;\N;86;5352;Preferred Freezer Services > Explorer;Explorer;Closed Won
Preferred Systems Solutions;\N;70;5354;Preferred Systems Solutions > Explorer;Explorer;Closed Won
Premier Healthcare Exchange;11;72;6410;Premier Healthcare Exchange > Explorer;Explorer;Conviction
Premier Healthcare Exchange;5;\N;6554;Premier Healthcare Exchange > Explorer;Explorer;Interest
Premier Healthcare Exchange;\N;69;2823;Premier Healthcare Exchange > Explorer;Explorer;Closed Lost
Premier Placement Media;\N;122;2824;Premier Placement Media > Explorer;Explorer;Closed Lost
Prep Sportswear;\N;112;2827;Prep Sportswear > PhoenixSoft;PhoenixSoft;Closed Lost
Prep Sportswear;\N;120;2826;Prep Sportswear > Explorer;Explorer;Closed Lost
Presidium;\N;65;5356;Presidium > Explorer;Explorer;Closed Won
Presidium;\N;77;2828;Presidium > Grammar Plus;Grammar Plus;Closed Lost
Presort Solutions;\N;83;5357;Presort Solutions > Explorer;Explorer;Closed Won
PriceSpective;\N;89;5360;PriceSpective > WonderKid;WonderKid;Closed Won
PriceSpective;\N;99;5359;PriceSpective > Explorer;Explorer;Closed Won
Primatics Financial;\N;106;5361;Primatics Financial > Explorer;Explorer;Closed Won
Prime Graphics;\N;108;2830;Prime Graphics > Explorer;Explorer;Closed Lost
Primo Water;17;85;675;Primo Water > Grammar Plus;Grammar Plus;Risk Assessment
Primo Water;17;\N;674;Primo Water > Grammar Plus;Grammar Plus;Interest
Primo Water;5;26;676;Primo Water > Grammar Plus;Grammar Plus;Short List
Primo Water;\N;72;2833;Primo Water > Explorer;Explorer;Closed Lost
PrintGlobe;8;29;6843;PrintGlobe > Explorer;Explorer;Short List
PrintGlobe;8;57;6665;PrintGlobe > Explorer;Explorer;Negotiation
PrintGlobe;\N;56;5364;PrintGlobe > Explorer;Explorer;Closed Won
Priority Worldwide Services;\N;101;5366;Priority Worldwide Services > Explorer;Explorer;Closed Won
Priority Worldwide Services;\N;115;2835;Priority Worldwide Services > WonderKid;WonderKid;Closed Lost
PriveCo;\N;34;5368;PriveCo > Explorer;Explorer;Closed Won
Pro Computer Service;\N;33;5370;Pro Computer Service > PhoenixSoft;PhoenixSoft;Closed Won
Pro Computer Service;\N;69;5369;Pro Computer Service > Explorer;Explorer;Closed Won
Pro Food Systems;\N;117;2836;Pro Food Systems > Explorer;Explorer;Closed Lost
ProCPR;\N;81;5374;ProCPR > Explorer;Explorer;Closed Won
Product Partners;25;18;680;Product Partners > Explorer;Explorer;Short List
Production Robotics;\N;60;5376;Production Robotics > Explorer;Explorer;Closed Won
Professional Capital Services;14;19;6508;Professional Capital Services > Explorer;Explorer;Discovery
Professional Capital Services;\N;53;5379;Professional Capital Services > Grammar Plus;Grammar Plus;Closed Won
Professional Capital Services;\N;90;5378;Professional Capital Services > Explorer;Explorer;Closed Won
Professional Solutions;\N;32;5381;Professional Solutions > Explorer;Explorer;Closed Won
Professional Solutions;\N;61;5382;Professional Solutions > WonderKid;WonderKid;Closed Won
ProfitFuel;\N;71;5383;ProfitFuel > Explorer;Explorer;Closed Won
ProfitPoint;27;25;681;ProfitPoint > Explorer;Explorer;Discovery
ProfitPoint;\N;64;5384;ProfitPoint > Grammar Plus;Grammar Plus;Closed Won
ProFloors;\N;108;5386;ProFloors > PhoenixSoft;PhoenixSoft;Closed Won
